id,Headline,Category,Date,realorfake
9602,U.S. Cuba tour operators gird for Trump travel crackdown,Politics,7/23/2017 0:00,real
9603,Arab League chief says Israel 'playing with fire' over Jerusalem,Politics,7/23/2017 0:00,real
9604,Headstrong Renzi struggles to find political touch as Italian vote nears,Politics,7/23/2017 0:00,real
9605,"Britain needs transitional deal with EU, to end before next election: minister",Politics,7/23/2017 0:00,real
9606,Female stars call on BBC to 'act now' to close gender pay gap,Politics,7/23/2017 0:00,real
9607,Pope calls for dialogue and moderation after Jerusalem violence,Politics,7/23/2017 0:00,real
9608,"Syrian army, allies advance against Islamic State east of Raqqa",Politics,7/23/2017 0:00,real
9609,Chinese government official sues exiled tycoon Guo for defamation,Politics,7/22/2017 0:00,real
9610,"Firefighters gain on California wildfire, some evacuees return",Politics,7/22/2017 0:00,real
9611,Tennis: Roddick reflects on career spent in vacuum of Big Four,Politics,7/22/2017 0:00,real
9612,Evacuation orders lifted but California wildfire rages on,Politics,7/21/2017 0:00,real
9613,Madrid asks anti-trust watchdog to probe Uber's new airport service,Politics,7/22/2017 0:00,real
9614,Hundreds of Islamic State corpses await repatriation from Libya,Politics,7/22/2017 0:00,real
9615,NSA chief on Russia-U.S. cyber unit: Now is 'not the best time',Politics,7/22/2017 0:00,real
9616,"Israeli raid, Jerusalem clashes ratchet tensions higher",Politics,7/22/2017 0:00,real
9617,"U.S. lawmakers reach deal on Russia sanctions bill, creating limits for Trump",Politics,7/22/2017 0:00,real
9618,"EU sounds alarm, urges U.S. to coordinate on Russia sanctions",Politics,7/22/2017 0:00,real
9619,Trump talks pardons amid probes of Russia role in U.S. election,Politics,7/22/2017 0:00,real
9620,U.N. Security Council to meet Monday on Jerusalem violence: diplomats,Politics,7/22/2017 0:00,real
9621,"Sweden, France, Egypt seek U.N. meeting on Israeli-Palestinian violence",Politics,7/22/2017 0:00,real
9622,Minneapolis police chief resigns after Australian woman's shooting,Politics,7/21/2017 0:00,real
9623,"Free Iranian citizens, Iran tells U.S. in response to Trump",Politics,7/22/2017 0:00,real
9624,Four German women who joined Islamic State detained in Iraq: report,Politics,7/22/2017 0:00,real
9625,U.S. police seek Burundi robotics teens seen at Canada border,Politics,7/21/2017 0:00,real
9626,Iran announces new missile production line: state media,Politics,7/22/2017 0:00,real
9627,Iraqi bridge is sole link for Mosul residents rebuilding lives,Politics,7/22/2017 0:00,real
9628,"Backing Qatar, Erdogan may have little room to maneuver in Gulf visit",Politics,7/22/2017 0:00,real
9629,U.S. abortion support groups put on more public face,Politics,7/22/2017 0:00,real
9630,U.S. investigators seek to turn Manafort in Russia probe: sources,Politics,7/22/2017 0:00,real
9631,Hungarian PM offers support to Poland in row with EU,Politics,7/22/2017 0:00,real
9632,Alternate history of Singapore scoops comic books awards in U.S.,Politics,7/22/2017 0:00,real
9633,"Britain's May to stay as PM until at least 2020, close ally predicts",Politics,7/22/2017 0:00,real
9634,Trump's new hire Scaramucci makes conciliatory debut with media,Politics,7/22/2017 0:00,real
9635,Scaramucci awaits U.S. approval for China deal,Politics,7/22/2017 0:00,real
9636,White House spokesman Spicer out as Trump seeks to fix image,Politics,7/21/2017 0:00,real
9637,The Sean Spicer Show: White House spokesman's brief season,Politics,7/21/2017 0:00,real
9638,"Spicer resigning at White House, Scaramucci to be communications chief: Trump statement",Politics,7/21/2017 0:00,real
9639,"Special counsel asks White House to save Trump Jr., Russian meeting documents",Politics,7/21/2017 0:00,real
9640,Mueller tells White House to save files on Donald Trump Jr meeting: CNN,Politics,7/21/2017 0:00,real
9641,Venezuela opposition congress names alternative Supreme Court judges,Politics,7/21/2017 0:00,real
9642,Mercosur urges end to violence in Venezuela's 'humanitarian crisis',Politics,7/21/2017 0:00,real
9643,"Trump Jr., Manafort agree to negotiate over interviews by Senate panel",Politics,7/21/2017 0:00,real
9644,House intelligence panel will interview Kushner on Tuesday,Politics,7/21/2017 0:00,real
9645,Senate rule deals setback to Republican healthcare bill,Politics,7/22/2017 0:00,real
9646,Russian envoy overheard saying he discussed campaign with Sessions: Post,Politics,7/21/2017 0:00,real
9647,Exclusive: U.S. weighs financial sanctions to hit Venezuela's oil revenue - sources,Politics,7/22/2017 0:00,real
9648,Exclusive: U.S. immigration raids to target teenaged suspected gang members,Politics,7/21/2017 0:00,real
9649,Six dead in worst Israeli-Palestinian bloodshed for years,Politics,7/21/2017 0:00,real
9650,Trump warns Iran over detained Americans: White House,Politics,7/21/2017 0:00,real
9651,Exclusive: Moscow lawyer who met Trump Jr. had Russian spy agency as client,Politics,7/21/2017 0:00,real
9652,Linkin Park U.S. tour canceled after suicide of Chester Bennington,Politics,7/20/2017 0:00,real
9653,Trump administration seeks to sidestep border wall environmental study: sources,Politics,7/21/2017 0:00,real
9654,FTC probing allegations of Amazon's deceptive discounting,Politics,7/20/2017 0:00,real
9655,U.S. State Department to clamp ban on travel to North Korea,Politics,7/21/2017 0:00,real
9656,Qatar's ruler says time to resolve differences in talks,Politics,7/21/2017 0:00,real
9657,Democrats in U.S. Congress urge review of Amazon's Whole Foods deal,Politics,7/21/2017 0:00,real
9658,"Wells Fargo ordered to pay $575,000, reinstate whistleblower",Politics,7/21/2017 0:00,real
9659,Three Israelis stabbed to death in West Bank settlement,Politics,7/21/2017 0:00,real
9660,Qatar's emir says life normal in his country despite 'siege',Politics,7/21/2017 0:00,real
9661,"Activists, executives tell Texas Senate to ditch bathroom bill",Politics,7/21/2017 0:00,real
9662,India to quiz Philip Morris on marketing of Marlboro,Politics,7/21/2017 0:00,real
9663,Global pizza brands battle for Russia's far-flung regions,Politics,7/21/2017 0:00,real
9664,Berlin reviews Turkish arms requests as crisis deepens,Politics,7/21/2017 0:00,real
9665,Three Palestinians killed amid tensions at Jerusalem holy site,Politics,7/21/2017 0:00,real
9666,Iran skips opportunity to upset nuclear deal over U.S. sanctions: sources,Politics,7/21/2017 0:00,real
9667,Trump picks financier Scaramucci to head White House communications: official,Politics,7/21/2017 0:00,real
9668,Amazon spent $3.2 million in second quarter on Washington lobbying effort,Politics,7/21/2017 0:00,real
9669,Trump's legal team spokesman resigns amid reported shake-up,Politics,7/21/2017 0:00,real
9670,'Let's get the hell out of here' - quake off Greece and Turkey kills two,Politics,7/20/2017 0:00,real
9671,"Turkey committed to improving investment climate, rule of law, democracy: Deputy PM",Politics,7/21/2017 0:00,real
9672,GE incoming CEO Flannery to update 2018 outlook in November,Politics,7/21/2017 0:00,real
9673,O.J. Simpson granted October release from Nevada prison,Politics,7/20/2017 0:00,real
9674,"Turkey minister says German investments fully guaranteed, denies targeting firms",Politics,7/21/2017 0:00,real
9675,German broadcaster n-tv drops Turkey investment ads,Politics,7/21/2017 0:00,real
9676,Germany reviewing all Turkish applications for arms projects: spokeswoman,Politics,7/21/2017 0:00,real
9677,Turkey has over 680 German firms on terrorism black list: security source,Politics,7/21/2017 0:00,real
9678,Turkey's Erdogan tells Germany to 'pull itself together',Politics,7/21/2017 0:00,real
9679,U.S. general says allies worry Russian war game may be 'Trojan horse',Politics,7/20/2017 0:00,real
9680,Russia: Western worries about Moscow's war games 'buffoonery' - Ifx,Politics,7/21/2017 0:00,real
9681,Philippines' Duterte says will never visit 'lousy' United States,Politics,7/21/2017 0:00,real
9682,UK sidelined as Europe looks beyond Brexit in aerospace,Politics,7/21/2017 0:00,real
9683,"McCain illness deprives Senate of crucial vote, Trump critic",Politics,7/20/2017 0:00,real
9684,"Merkel may win election, but lose her finance minister",Politics,7/21/2017 0:00,real
9685,Exxon sues U.S. over fine levied for Russia deal under Tillerson,Politics,7/20/2017 0:00,real
9686,Exclusive: U.S. toughens stance on foreign deals in blow to China's buying spree,Politics,7/20/2017 0:00,real
9687,Surviving Tiananmen 'Gentlemen' mum on Chinese Nobel laureate's death,Politics,7/21/2017 0:00,real
9688,Trump weighing Scaramucci for White House communications director,Politics,7/21/2017 0:00,real
9689,Microsoft profit beats expectations on strong cloud demand,Politics,7/20/2017 0:00,real
9690,'No more woe is me': Senator McCain vows quick return to Washington,Politics,7/20/2017 0:00,real
9691,Australian woman 'didn't have to die': Minneapolis police chief,Politics,7/20/2017 0:00,real
9692,Judge refuses to remove block on Trump sanctuary city order,Politics,7/20/2017 0:00,real
9693,Attorney General Sessions brushes off Trump criticism,Politics,7/20/2017 0:00,real
9694,Tech group sides with Apple in Qualcomm's iPhone ban dispute,Politics,7/20/2017 0:00,real
9695,Musk touts approval of New York-Washington 'hyperloop',Politics,7/20/2017 0:00,real
9696,"Many treatment options, most experimental, available to John McCain",Politics,7/20/2017 0:00,real
9697,Senate Republicans complain of chaos in healthcare effort,Politics,7/20/2017 0:00,real
9698,White House deregulation push clears out hundreds of proposed rules,Politics,7/20/2017 0:00,real
9699,"Despite recusal, Trump has confidence in Sessions: White House",Politics,7/20/2017 0:00,real
9700,"Chipotle shares fall on Norovirus, rodent incidents",Politics,7/20/2017 0:00,real
9701,"Soon out of prison, O.J. Simpson still handcuffed by financial claims",Politics,7/20/2017 0:00,real
9702,Burundi teenage robotics team goes missing after U.S. contest: police,Politics,7/20/2017 0:00,real
9703,"Euro soars after Draghi comments, world shares up again",Politics,7/20/2017 0:00,real
9704,Snap under pressure as Wall Street eyes share lock-up expirations,Politics,7/20/2017 0:00,real
9705,Israel faces mounting Palestinian anger over holy site metal detectors,Politics,7/20/2017 0:00,real
9706,Republicans meet late into night as Trump demands new U.S. healthcare plan,Politics,7/19/2017 0:00,real
9707,Latest Senate healthcare bill would leave 22 millio without insurance: CBO,Politics,7/20/2017 0:00,real
9708,U.S. ends controversial laptop ban on Middle East carriers,Politics,7/20/2017 0:00,real
9709,U.S. says 180 airlines implement boosted security measures,Politics,7/20/2017 0:00,real
9710,Video appears to show Baltimore police planting drugs: public defender,Politics,7/20/2017 0:00,real
9711,Trump says he should not have picked Sessions as attorney general: NY Times,Politics,7/20/2017 0:00,real
9712,Britain tells Turkey it will lift ban on in-flight electronics: sources,Politics,7/20/2017 0:00,real
9713,"Senator Corker backs Obamacare repeal with ""reasonable"" transition: statement",Politics,7/20/2017 0:00,real
9714,U.S. weekly jobless claims fall to near five-month low,Politics,7/20/2017 0:00,real
9715,"With new Takata air bag recalls, automakers may face more liabilities",Politics,7/19/2017 0:00,real
9716,One in eight people who voted for Trump having second thoughts - Reuters/Ipsos poll,Politics,7/20/2017 0:00,real
9717,"After Mosul, Islamic State digs in for guerrilla warfare",Politics,7/20/2017 0:00,real
9718,Parents of kidnapped U.S. journalist Tice renew plea for release,Politics,7/20/2017 0:00,real
9719,Trump and Putin did not have a secret G20 meeting: Kremlin,Politics,7/20/2017 0:00,real
9720,"Aurora, Colorado marks five-year anniversary of theater massacre",Politics,7/20/2017 0:00,real
9721,"Iraq's Kurds, seeking independence, call vote hoping to ease row",Politics,7/20/2017 0:00,real
9722,Goldman's rotten trading quarter is a familiar smell on Wall Street,Politics,7/20/2017 0:00,real
9723,Iraqi forces recapture village south of Mosul from Islamic State: police,Politics,7/20/2017 0:00,real
9724,California wildfire explodes in size as blazes scorch U.S. West,Politics,7/19/2017 0:00,real
9725,"Russia, U.S. duel at U.N. over whether North Korea fired long-range missile",Politics,7/20/2017 0:00,real
9726,"Factbox: Trump on Twitter (July 19) - Republican Senators, Healthcare bill, McCain",Politics,7/20/2017 0:00,real
9727,House panel approves budget measure that advances tax reform,Politics,7/20/2017 0:00,real
9728,"Turkey's publication of U.S. troop locations poses risk, Pentagon says",Politics,7/20/2017 0:00,real
9729,Exclusive: Republicans could target Obamacare tax in wider tax overhaul - Brady,Politics,7/19/2017 0:00,real
9730,Addiction and intrigue: Inside the Saudi palace coup,Politics,7/19/2017 0:00,real
9731,AmEx profit dips as it splurges on customer rewards,Politics,7/19/2017 0:00,real
9732,U.S. top court rejects Trump bid to include grandparents in travel ban,Politics,7/19/2017 0:00,real
9733,Trump presses fraud concerns as panel begins investigation,Politics,7/19/2017 0:00,real
9734,Morgan Stanley claims another trading victory over rival Goldman Sachs,Politics,7/19/2017 0:00,real
9735,World stocks tally ninth day of gains as earnings pick up,Politics,7/19/2017 0:00,real
9736,Australian woman shot in Minneapolis called twice to report an assault,Politics,7/19/2017 0:00,real
9737,"Trump, Putin had previously undisclosed visit at G20 dinner",Politics,7/18/2017 0:00,real
9738,Democratic congressman Schiff says Trump-Putin dinner talk 'deeply troubling',Politics,7/19/2017 0:00,real
9739,U.S. House panel approves broad proposal on self-driving cars,Politics,7/19/2017 0:00,real
9740,"Senator Johnson: Trump argued for repealing, replacing Obamacare",Politics,7/19/2017 0:00,real
9741,"Exclusive: U.S., Canada, Mexico agree on fast-paced NAFTA talks - sources",Politics,7/19/2017 0:00,real
9742,McConnell says planned vote on Obamacare repeal can be amended,Politics,7/19/2017 0:00,real
9743,Saudi official dismisses palace coup report as Hollywood fantasy,Politics,7/19/2017 0:00,real
9744,"In camps and ruins, Mosul civilians' ordeal is far from over",Politics,7/19/2017 0:00,real
9745,Trump to Republican senators: Don't leave town until pass healthcare legislation,Politics,7/19/2017 0:00,real
